ccode,year,cap,majpow,imports,exports,polity
 360,1974,0.008086,0,5654.43000000,4866.00000000,  -7
 365,1974,0.169067,1,24889.66000000,27605.00000000,  -7
 375,1974,0.001627,0,6859.03000000,5526.58000000,  10
 380,1974,0.004292,0,16456.40000000,15899.80000000,  10
 385,1974,0.001658,0,8414.48000000,6274.18000000,  10
 390,1974,0.001512,0,9876.81000000,7715.67000000,  10
 395,1974,0.000018,0,518.29000000,331.30000000, -99
 404,1974,0.000059,0,43.10000000,2.90000000,  -7
 411,1974,0.000066,0,18.64000000,36.00000000,  -7
 420,1974,0.000023,0,44.60000000,39.27000000,   8
 432,1974,0.000406,0,178.96000000,64.06000000,  -7
 433,1974,0.000488,0,496.81000000,391.14000000,  -6
 434,1974,0.000230,0,146.25000000,34.03000000,  -7
 435,1974,0.000079,0,120.03000000,181.32000000,  -7
 436,1974,0.000256,0,98.88000000,52.73000000,  -7
 437,1974,0.000532,0,965.84000000,1213.14000000,  -9
 438,1974,0.000359,0,169.00000000,150.00000000,  -9
 439,1974,0.000318,0,153.27000000,36.35000000,  -4
 450,1974,0.000170,0,288.42000000,400.00000000,  -6
 451,1974,0.000216,0,223.88000000,146.31000000,  -6
 452,1974,0.001014,0,818.59000000,729.44000000,  -7
 461,1974,0.000162,0,118.96000000,187.83000000,  -7
 471,1974,0.000540,0,437.26000000,475.99000000,  -8
 475,1974,0.006995,0,2773.90000000,9218.50000000,  -7
 481,1974,0.000119,0,332.16000000,766.48000000,  -9
 482,1974,0.000167,0,45.75000000,48.45000000,  -7
 483,1974,0.000284,0,86.73000000,37.54000000,  -9
 484,1974,0.000168,0,123.37000000,228.14000000,  -7
 490,1974,0.002644,0,939.80000000,1381.10000000,  -9
 500,1974,0.000799,0,213.05000000,327.01000000,  -7
 501,1974,0.001000,0,1026.32000000,602.86000000,  -7
 510,1974,0.001022,0,812.83000000,420.20000000,  -7
 516,1974,0.000194,0,43.12000000,29.51000000,  -7
 517,1974,0.000226,0,58.59000000,37.16000000,  -7
 520,1974,0.000500,0,129.40000000,62.05000000,  -7
 530,1974,0.001880,0,284.10000000,266.71000000, -77
 551,1974,0.000703,0,787.36000000,1406.59000000,  -9
 552,1974,0.000817,0,568.20001000,687.00000000,   4
 553,1974,0.000313,0,187.88000000,119.20000000,  -9
 560,1974,0.006107,0,7947.00000000,8727.00000000,   4
 570,1974,0.000060,0,118.47000000,14.21000000,  -7
 571,1974,0.000040,0,139.69000000,94.01000200,   7
 572,1974,0.000034,0,102.06000000,137.55000000, -10
 580,1974,0.000524,0,281.06000000,244.07000000,  -3
 590,1974,0.000079,0,308.95000000,312.40000000,   9
 600,1974,0.002393,0,1910.05000000,1703.16000000,  -9
 615,1974,0.002411,0,4246.53000000,4686.78000000,  -9
 616,1974,0.000567,0,1135.59000000,925.87000000,  -9
 620,1974,0.001049,0,2762.80000000,8260.80000000,  -7
 625,1974,0.001213,0,710.72000000,350.36000000,  -7
 630,1974,0.009361,0,5425.80000000,21571.00000000, -10
 640,1974,0.008628,0,3776.78000000,1531.96000000,   9
 645,1974,0.003325,0,2364.40000000,6601.00000000,  -7
 651,1974,0.008952,0,2351.69000000,1516.28000000,  -7
 652,1974,0.001866,0,1229.70000000,784.31000000,  -9
 660,1974,0.000519,0,2355.00000000,1487.00000000,   5
 663,1974,0.000850,0,488.12000000,153.37000000, -10
 666,1974,0.003228,0,5439.91000000,1824.29000000,   9
 670,1974,0.004016,0,2857.70000000,31241.60000000, -10
 678,1974,0.000491,0,189.84000000,13.30000000,  -4
 680,1974,0.000296,0,189.80000000,13.30000000,  -7
 690,1974,0.001154,0,1555.90000000,10324.90000000,  -8
 692,1974,0.000383,0,1131.66000000,1271.71000000,  -7
 694,1974,0.000274,0,270.92000000,2015.00000000, -10
 696,1974,0.000551,0,1781.90000000,6392.00000000,  -8
 698,1974,0.000268,0,392.53000000,1137.72000000, -10
 700,1974,0.001390,0,242.53000000,230.55000000,  -7
 710,1974,0.115946,1,7620.00000000,6950.00000000,  -8
 712,1974,0.000495,0,225.00000000,206.00000000,  -7
 713,1974,0.005828,0,5845.00000000,4734.00000000,  -8
 731,1974,0.005650,0,1300.00000000,720.00000000,  -9
 732,1974,0.010025,0,6851.90000000,4460.70000000,  -8
 740,1974,0.056795,0,62033.30000000,55490.10000000,  10
 750,1974,0.053532,0,5064.07000000,3891.84000000,   9
 760,1974,0.000099,0,-9.00000000,-9.00000000,  -8
 770,1974,0.008387,0,1739.91000000,1115.60000000,   8
 771,1974,0.004531,0,1088.94000000,346.34000000,  -2
 775,1974,0.003272,0,177.97000000,192.38000000,  -6
 780,1974,0.000953,0,705.14000000,558.41000000,   8
 781,1974,0.000007,0,5.55000020,3.44000010, -99
 790,1974,0.000820,0,134.00000000,66.00000000,  -9
 800,1974,0.004266,0,3144.75000000,2443.34000000,   3
 811,1974,0.001812,0,273.00000000,19.00000000,  -5
 812,1974,0.000575,0,64.78000000,11.32000000, -88
 816,1974,0.006867,0,1285.00000000,98.00000000,  -7
 817,1974,0.008025,0,1267.00000000,91.00000000,  -3
 820,1974,0.001672,0,4155.38000000,4233.03000000,   4
 830,1974,0.001411,0,8364.90000000,5806.47000000,  -2
 840,1974,0.004121,0,3443.50000000,2672.00000000,  -9
 850,1974,0.011665,0,3841.70000000,7424.90000000,  -7
 900,1974,0.007313,0,12287.10000000,11088.60000000,  10
 920,1974,0.000647,0,3651.08000000,2433.10000000,  10
 950,1974,0.000029,0,273.14000000,154.47000000,   9
   2,1975,0.142502,1,105498.00000000,107648.00000000,  10
  20,1975,0.012460,0,38672.50000000,34073.80000000,  10
  31,1975,0.000261,0,2867.42000000,2508.33000000, -99
  40,1975,0.002020,0,3767.00000000,3572.00000000,  -7
  41,1975,0.000364,0,141.90000000,81.14000000, -10
  42,1975,0.000673,0,889.00000000,893.86000000,  -3
  51,1975,0.000165,0,1124.00000000,783.94000000,  10
  52,1975,0.000410,0,1471.80000000,1774.75000000,   8
  53,1975,0.000016,0,216.00000000,106.49000000, -99
  55,1975,0.000005,0,24.25000000,12.11000000, -99
  70,1975,0.010199,0,6581.30000000,2916.40000000,  -6
  90,1975,0.000558,0,732.66000000,623.52000000,  -3
  91,1975,0.000343,0,404.28000000,303.19000000,  -1
  92,1975,0.000431,0,598.73000000,514.24000000,  -1
  93,1975,0.000288,0,516.78000000,375.17000000,  -8
  94,1975,0.000171,0,693.20000000,493.31000000,  10
  95,1975,0.000315,0,862.33000000,251.12000000,  -7
 100,1975,0.003605,0,1494.78000000,1469.51000000,   8
 101,1975,0.004476,0,5860.10000000,8732.20000000,   9
 110,1975,0.000053,0,342.37000000,362.89000000,   1
 115,1975,0.000051,0,253.60000000,277.49000000, -99
 130,1975,0.000885,0,995.57000000,935.86000000,  -5
 135,1975,0.002906,0,2416.35000000,1331.89000000,  -7
 140,1975,0.021081,0,14951.60000000,8663.80000000,  -4
 145,1975,0.000668,0,557.90000000,521.46000000,  -7
 150,1975,0.000326,0,196.19000000,176.71000000,  -8
 155,1975,0.002696,0,1534.48000000,1660.77000000,  -7
 160,1975,0.005857,0,3958.15000000,2960.95000000,   6
 165,1975,0.000623,0,559.42000000,383.89000000,  -8
 200,1975,0.027582,1,54150.70000000,44540.00000000,  10
 205,1975,0.000538,0,3771.90000000,3176.06000000,  10
 210,1975,0.006817,0,35583.40000000,35042.50000000,  10
 211,1975,0.006346,0,29314.39500000,27556.37500000,  10
 212,1975,0.001255,0,29314.39500000,27556.37500000, -99
 220,1975,0.023213,1,53990.30000000,53113.10000000,   8
 225,1975,0.001487,0,13296.40000000,12947.00000000,  10
 230,1975,0.011921,0,16234.30000000,7672.26000000, -88
 235,1975,0.001876,0,3829.62000000,1938.46000000, -88
 260,1975,0.033006,0,74919.70000000,90109.00000000,  10
 265,1975,0.009250,0,11505.00000000,10195.00000000,  -9
 290,1975,0.015418,0,13790.50000000,10282.40000000,  -7
 305,1975,0.002841,0,9389.40000000,7513.40000000,  10
 310,1975,0.004201,0,5400.33000000,4519.31000000,  -7
 315,1975,0.009636,0,9105.50980000,8382.51950000,  -7
 325,1975,0.019610,0,38392.20000000,34836.60000000,  10
 338,1975,0.000033,0,371.76000000,166.01000000, -99
 339,1975,0.000599,0,165.74001000,127.00000000,  -9
 345,1975,0.005392,0,7696.82000000,4072.48000000,  -7
 350,1975,0.003152,0,5317.31000000,2292.77000000,   8
 352,1975,0.000200,0,306.41000000,150.34000000,  10
 355,1975,0.003994,0,3173.33010000,2752.12010000,  -7
 360,1975,0.008619,0,5873.53000000,5339.32000000,  -7
 365,1975,0.176149,1,36968.84000000,33309.82800000,  -7
 375,1975,0.001648,0,7609.16000000,5495.87000000,  10
 380,1975,0.004426,0,18030.70000000,17342.30000000,  10
 385,1975,0.001712,0,9704.50000000,7231.30000000,  10
 390,1975,0.001548,0,10367.30000000,8713.58000000,  10
 395,1975,0.000018,0,483.89000000,305.62000000, -99
 402,1975,0.000012,0,39.30000000,2.30000000, -99
 403,1975,0.000003,0,10.50000000,7.10000000, -99
 404,1975,0.000071,0,37.74000000,6.14000000,  -7
 411,1975,0.000066,0,7.67000000,36.25000000,  -7
 420,1975,0.000023,0,58.58000000,48.66000000,   8
 432,1975,0.000410,0,190.07000000,36.54000000,  -7
 433,1975,0.000494,0,581.46000000,462.40000000,  -6
 434,1975,0.000228,0,196.35000000,31.68000000,  -7
 435,1975,0.000088,0,161.00000000,176.00000000,  -7
 436,1975,0.000259,0,102.13000000,91.25000000,  -7
 437,1975,0.000595,0,1125.55000000,1184.06000000,  -9
 438,1975,0.000296,0,208.50000000,195.00000000,  -9
 439,1975,0.000324,0,151.25000000,43.71000000,  -4
 450,1975,0.000172,0,331.20000000,394.46000000,  -6
 451,1975,0.000218,0,209.54000000,131.91000000,  -6
 452,1975,0.000934,0,790.69000000,807.21000000,  -7
 461,1975,0.000172,0,173.90000000,125.80000000,  -7
 471,1975,0.000550,0,598.86000000,447.87000000,  -8
 475,1975,0.006735,0,6032.00000000,7994.90000000,  -7
 481,1975,0.000144,0,469.20000000,942.15000000,  -9
 482,1975,0.000180,0,67.54000000,47.18000000,  -7
 483,1975,0.000293,0,133.26000000,47.77000000,  -7
 484,1975,0.000180,0,168.25000000,178.48000000,  -7
 490,1975,0.002497,0,932.80000000,864.60000000,  -9
 500,1975,0.000807,0,196.64000000,278.13000000,  -7
 501,1975,0.001010,0,938.60000000,601.66000000,  -7
 510,1975,0.001061,0,842.52000000,391.81000000,  -7
 516,1975,0.000207,0,61.66000000,31.92000000,  -7
 517,1975,0.000249,0,95.89000000,42.18000000,  -7
 520,1975,0.000505,0,162.42000000,88.58000000,  -7
 530,1975,0.001954,0,310.79000000,239.99000000,  -7
 540,1975,0.000772,0,-9.00000000,-9.00000000,  -7
 541,1975,0.000783,0,410.37000000,198.01000000,  -8
 551,1975,0.000706,0,928.74000000,811.50000000,  -9
 552,1975,0.000905,0,595.40002000,722.00000000,   4
 553,1975,0.000318,0,250.01000000,136.83000000,  -9
 560,1975,0.006654,0,8350.00000000,8959.00000000,   4
 570,1975,0.000060,0,135.47000000,13.10000000,  -7
 571,1975,0.000041,0,176.28000000,113.26000000,   7
 572,1975,0.000035,0,154.74001000,151.97000000, -10
 580,1975,0.000543,0,365.72000000,293.68000000,  -6
 581,1975,0.000013,0,23.00000000,9.40000000,   5
 590,1975,0.000093,0,331.53000000,298.13000000,   9
 600,1975,0.002479,0,2567.41000000,1542.71000000,  -9
 615,1975,0.002451,0,6014.84000000,4700.64000000,  -9
 616,1975,0.000582,0,1418.87000000,856.02000000,  -9
 620,1975,0.001133,0,3543.00000000,6098.90000000,  -7
 625,1975,0.001328,0,1033.41000000,439.41000000,  -7
 630,1975,0.010491,0,10345.90000000,20211.00000000, -10
 640,1975,0.009130,0,4737.82000000,1400.86000000,   9
 645,1975,0.003702,0,4202.90000000,8297.00000000,  -7
 651,1975,0.008705,0,3933.56000000,1403.91000000,  -7
 652,1975,0.002600,0,1685.43000000,929.99000000,  -9
 660,1975,0.000527,0,2048.00000000,1121.00000000, -77
 663,1975,0.000788,0,732.59000000,152.60000000, -10
 666,1975,0.003157,0,5998.84000000,1940.76000000,   9
 670,1975,0.004563,0,4213.40000000,29837.70000000, -10
 678,1975,0.000543,0,293.92000000,10.89000000,  -4
 680,1975,0.000301,0,293.89001000,10.89000000,  -7
 690,1975,0.001149,0,2387.90000000,8643.90000000,  -8
 692,1975,0.000341,0,1197.96000000,1202.84000000, -10
 694,1975,0.000337,0,409.40000000,1809.00000000, -10
 696,1975,0.000570,0,2754.40000000,6878.00000000,  -8
 698,1975,0.000415,0,669.82000000,1444.93000000, -10
 700,1975,0.001720,0,338.40000000,224.86000000,  -7
 710,1975,0.117596,1,7490.00000000,7260.00000000,  -8
 712,1975,0.000428,0,260.00000000,213.00000000,  -7
 713,1975,0.006017,0,5309.00000000,5952.00000000,  -7
 731,1975,0.006447,0,1090.00000000,785.00000000,  -9
 732,1975,0.010234,0,7274.30000000,5081.10000000,  -8
 740,1975,0.055106,0,57846.10000000,55726.40000000,  10
 750,1975,0.054561,0,6197.84000000,4364.04000000,   7
 760,1975,0.000099,0,-9.00000000,-9.00000000,  -8
 770,1975,0.009190,0,2129.00000000,1051.12000000,   8
 771,1975,0.004785,0,1319.82000000,327.10000000,  -7
 775,1975,0.003351,0,249.96000000,158.40000000,  -6
 780,1975,0.000950,0,744.89000000,556.46000000,   8
 781,1975,0.000006,0,6.73000000,3.46000000, -99
 790,1975,0.000833,0,171.00000000,99.00000000,  -9
 800,1975,0.004668,0,3189.53000000,2207.47000000,   3
 811,1975,0.000821,0,92.00000000,6.00000000, -77
 812,1975,0.000475,0,36.00000000,6.50000000,  -7
 816,1975,0.006787,0,728.09003000,107.09000000,  -7
 817,1975,0.006745,0,498.00000000,46.00000000,  -3
 820,1975,0.001770,0,3526.11000000,3802.71000000,   4
 830,1975,0.001334,0,8133.33000000,5374.31000000,  -2
 840,1975,0.004390,0,3702.80000000,2273.30000000,  -9
 850,1975,0.011806,0,4769.40000000,7102.10000000,  -7
 900,1975,0.007497,0,10985.10000000,11898.80000000,  10
 910,1975,0.000163,0,531.28000000,475.22000000,  10
 920,1975,0.000630,0,3148.56000000,2155.28000000,  10
 950,1975,0.000029,0,268.90000000,171.09000000,   9
   2,1976,0.140885,1,132214.00000000,115074.00000000,  10
  20,1976,0.012246,0,43096.60000000,40598.10000000,  10
  31,1976,0.000212,0,3124.44000000,2992.38000000, -99
  40,1976,0.002306,0,3879.00000000,3284.00000000,  -7
  41,1976,0.000361,0,200.01000000,117.42000000, -10
  42,1976,0.000692,0,878.00000000,716.15000000,  -3
  51,1976,0.000162,0,933.32000000,608.29000000,  10
  52,1976,0.000512,0,1967.93000000,2205.28000000,   8
  53,1976,0.000016,0,236.85000000,86.38000000, -99
  55,1976,0.000005,0,25.34000000,12.75000000, -99
  70,1976,0.010471,0,6035.60000000,3468.90000000,  -6
  90,1976,0.000559,0,838.84000000,760.03000000,  -3
  91,1976,0.000348,0,453.07000000,397.21000000,  -1
  92,1976,0.000435,0,717.87000000,720.72000000,  -1
  93,1976,0.000284,0,532.13000000,541.98000000,  -8
  94,1976,0.000177,0,769.35000000,592.47000000,  10
  95,1976,0.000287,0,846.28000000,210.00000000,  -7
 100,1976,0.003634,0,1707.95000000,1745.09000000,   8
 101,1976,0.004324,0,7106.00000000,9259.90000000,   9
 110,1976,0.000077,0,363.68000000,271.65000000,   1
 115,1976,0.000049,0,293.66000000,274.90000000, -99
 130,1976,0.000923,0,969.08000000,1262.47000000,  -5
 135,1976,0.002937,0,1921.81000000,1341.80000000,  -7
 140,1976,0.021422,0,15136.60000000,10098.10000000,  -4
 145,1976,0.000714,0,587.60000000,623.18000000,  -7
 150,1976,0.000328,0,198.24000000,181.83000000,  -8
 155,1976,0.002682,0,1683.70000000,2094.80000000,  -7
 160,1976,0.005833,0,3032.82000000,3915.75000000,  -9
 165,1976,0.000619,0,588.37000000,545.03000000,  -8
 200,1976,0.026964,1,55904.30000000,45488.40000000,  10
 205,1976,0.000525,0,4195.26000000,3311.87000000,  10
 210,1976,0.006889,0,40533.10000000,40131.90000000,  10
 211,1976,0.006342,0,33850.91200000,31416.07300000,  10
 212,1976,0.001185,0,33850.91200000,31416.07300000, -99
 220,1976,0.023390,1,64387.40000000,57144.20000000,   8
 225,1976,0.001517,0,14771.50000000,14840.90000000,  10
 230,1976,0.011731,0,17461.50000000,8726.65000000, -88
 235,1976,0.001654,0,4214.19000000,1810.44000000,   9
 260,1976,0.032880,0,88140.00000000,101933.00000000,  10
 265,1976,0.009250,0,13514.00000000,11645.00000000,  -9
 290,1976,0.015557,0,15254.10000000,11016.70000000,  -7
 305,1976,0.002795,0,11517.80000000,8498.40000000,  10
 310,1976,0.004085,0,5533.42000000,4926.70000000,  -7
 315,1976,0.009534,0,9706.33980000,9035.01950000,  -7
 325,1976,0.019384,0,43429.60000000,37248.80000000,  10
 338,1976,0.000040,0,421.83000000,228.91000000, -99
 339,1976,0.000601,0,168.16000000,135.00000000,  -9
 345,1976,0.005405,0,7366.98000000,4865.87000000,  -7
 350,1976,0.003260,0,6040.80000000,2552.76000000,   8
 352,1976,0.000191,0,432.54000000,253.25000000,  10
 355,1976,0.003971,0,3294.54000000,3151.38990000,  -7
 360,1976,0.008899,0,6704.87000000,6137.73000000,  -7
 365,1976,0.177637,1,38145.23000000,37176.14800000,  -7
 375,1976,0.001687,0,7423.74000000,6366.97000000,  10
 380,1976,0.004217,0,19156.90000000,18435.50000000,  10
 385,1976,0.001729,0,11108.00000000,7917.55000000,  10
 390,1976,0.001480,0,12421.30000000,9112.08000000,  10
 395,1976,0.000018,0,466.74000000,400.37000000, -99
 402,1976,0.000032,0,30.00000000,1.50000000, -99
 403,1976,0.000003,0,8.50000000,8.20000000, -99
 404,1976,0.000082,0,37.96000000,5.33000000,  -7
 411,1976,0.000067,0,5.32000000,36.50000000,  -7
 420,1976,0.000023,0,74.15000000,35.13000000,   8
 432,1976,0.000412,0,150.20000000,84.54000000,  -7
 433,1976,0.000521,0,583.44000000,489.95000000,  -6
 434,1976,0.000234,0,212.71000000,37.88000000,  -7
 435,1976,0.000197,0,184.96001000,183.61000000,  -7
 436,1976,0.000262,0,126.27000000,133.58000000,  -7
 437,1976,0.000630,0,1303.93000000,1642.42000000,  -9
 438,1976,0.000368,0,248.00000000,240.00000000,  -9
 439,1976,0.000378,0,144.04000000,53.06000000,  -4
 450,1976,0.000175,0,399.22000000,457.04000000,  -6
 451,1976,0.000205,0,167.52000000,102.26000000,  -6
 452,1976,0.000953,0,838.34000000,828.62000000,  -7
 461,1976,0.000181,0,185.87000000,104.25000000,  -7
 471,1976,0.000570,0,608.98000000,512.74000000,  -8
 475,1976,0.006871,0,8213.10000000,10770.50000000,  -7
 481,1976,0.000154,0,503.13000000,1135.85000000,  -9
 482,1976,0.000174,0,54.60000000,58.51000000,  -7
 483,1976,0.000297,0,115.30000000,100.80000000,  -7
 484,1976,0.000214,0,175.31000000,181.53000000,  -7
 490,1976,0.002495,0,840.30000000,809.40000000,  -9
 500,1976,0.000818,0,160.28000000,360.55000000,  -7
 501,1976,0.001007,0,972.86000000,790.96000000,  -7
 510,1976,0.001154,0,656.07000000,492.81000000,  -7
 516,1976,0.000207,0,58.28000000,62.84000000,  -7
 517,1976,0.000249,0,105.03000000,81.09000000,  -7
 520,1976,0.000520,0,155.66000000,94.28000000,  -7
 530,1976,0.002348,0,355.24000000,280.88000000,  -7
 540,1976,0.000877,0,-9.00000000,-9.00000000,  -7
 541,1976,0.000799,0,445.00000000,176.50000000,  -8
 551,1976,0.000714,0,654.84000000,1043.75000000,  -9
 552,1976,0.000912,0,622.59003000,757.00000000,   4
 553,1976,0.000313,0,205.73000000,166.14000000,  -9
 560,1976,0.006808,0,7446.00000000,7975.00000000,   4
 570,1976,0.000060,0,196.69000000,16.79000100,  -7
 571,1976,0.000044,0,202.80000000,169.69000000,   7
 572,1976,0.000042,0,200.17000000,191.13000000, -10
 580,1976,0.000565,0,284.96000000,278.17000000,  -6
 581,1976,0.000016,0,13.20000000,14.00000000,  -4
 590,1976,0.000095,0,358.78000000,265.05000000,   9
 591,1976,0.000003,0,37.60000000,1.70000000, -99
 600,1976,0.002686,0,2614.84000000,1262.76000000,  -9
 615,1976,0.002556,0,5338.04000000,5332.74000000,  -9
 616,1976,0.000581,0,1528.76000000,787.88000000,  -9
 620,1976,0.001402,0,3212.00000000,8305.00000000,  -7
 625,1976,0.001365,0,981.01000000,554.23000000,  -7
 630,1976,0.011055,0,12886.70000000,23507.00000000, -10
 640,1976,0.009888,0,5129.86000000,1960.16000000,   9
 645,1976,0.004156,0,3899.50000000,9272.00000000,  -7
 651,1976,0.008502,0,3807.54000000,1521.71000000,  -6
 652,1976,0.002786,0,2362.23000000,1065.04000000,  -9
 660,1976,0.000504,0,810.00000000,800.00000000, -77
 663,1976,0.000879,0,1021.93000000,207.08000000, -10
 666,1976,0.003184,0,5668.66000000,2415.20000000,   9
 670,1976,0.006034,0,8693.60000000,38905.80000000, -10
 678,1976,0.000557,0,412.44000000,7.66000000,  -4
 680,1976,0.000314,0,412.39001000,7.65000010,  -7
 690,1976,0.001267,0,3324.20000000,9811.20000000, -10
 692,1976,0.000338,0,1664.05000000,1516.19000000, -10
 694,1976,0.000410,0,832.95000000,2209.44000000, -10
 696,1976,0.000702,0,3419.70000000,8590.70000000,  -8
 698,1976,0.000435,0,667.32000000,1554.20000000, -10
 700,1976,0.001808,0,314.12000000,297.15000000,  -7
 710,1976,0.116582,1,6580.00000000,6860.00000000,  -7
 712,1976,0.000370,0,317.50000000,222.50000000,  -7
 713,1976,0.006153,0,8166.00000000,7599.00000000,  -7
 731,1976,0.006666,0,850.00000000,605.00000000,  -9
 732,1976,0.010527,0,8693.80000000,7714.50000000,  -8
 740,1976,0.054627,0,64890.70000000,67316.30000000,  10
 750,1976,0.053567,0,5102.21000000,5018.56000000,   7
 760,1976,0.000100,0,-9.00000000,-9.00000000,  -8
 770,1976,0.009919,0,2132.64000000,1162.14000000,   8
 771,1976,0.005061,0,940.49000000,400.39000000,  -7
 775,1976,0.003427,0,193.90000000,192.60000000,  -6
 780,1976,0.000946,0,535.90000000,495.10000000,   8
 781,1976,0.000007,0,7.90000010,3.48000000, -99
 790,1976,0.000837,0,166.00000000,103.00000000,  -9
 800,1976,0.004508,0,3571.96000000,2980.47000000,  -7
 811,1976,0.000938,0,149.00000000,29.00000000,  -7
 812,1976,0.000481,0,20.00000000,3.00000000,  -7
 816,1976,0.008804,0,517.50000000,130.60001000,  -7
 820,1976,0.001791,0,3830.76000000,5295.41000000,   4
 830,1976,0.001461,0,9069.97000000,6593.63000000,  -2
 840,1976,0.004507,0,3951.94000000,2575.00000000,  -9
 850,1976,0.011931,0,5673.70000000,8546.40000000,  -7
 900,1976,0.007401,0,12278.60000000,13149.30000000,  10
 910,1976,0.000173,0,473.00000000,593.99000000,  10
 920,1976,0.000617,0,3254.69000000,2796.51000000,  10
 950,1976,0.000053,0,261.03000000,136.65000000,   9
 990,1976,0.000006,0,29.60000000,6.80000000, -99
   2,1977,0.140172,1,160427.00000000,121306.00000000,  10
  20,1977,0.012242,0,45097.00000000,43554.30000000,  10
  31,1977,0.000316,0,3348.65000000,3260.64000000, -99
  40,1977,0.002755,0,4362.00000000,3669.00000000,  -7
  41,1977,0.000365,0,207.34000000,143.21000000,  -9
  42,1977,0.000728,0,925.69000000,771.77000000,  -3
  51,1977,0.000150,0,862.56000000,745.83000000,  10
  52,1977,0.000447,0,1788.79000000,2175.63000000,   8
  53,1977,0.000016,0,273.43000000,95.39000000, -99
  55,1977,0.000005,0,31.37999900,13.92000000, -99
  70,1977,0.010793,0,5485.90000000,4170.70000000,  -3
  90,1977,0.000566,0,1064.85000000,1187.30000000,  -3
  91,1977,0.000356,0,579.41000000,510.18000000,  -1
  92,1977,0.000455,0,944.92000000,973.98000000,  -6
  93,1977,0.000294,0,762.01000000,636.76000000,  -8
  94,1977,0.000193,0,1021.43000000,828.13000000,  10
  95,1977,0.000289,0,858.49000000,218.11000000,  -7
 100,1977,0.003614,0,2027.83000000,2426.64000000,   8
 101,1977,0.004297,0,9902.70000000,9507.20000000,   9
 110,1977,0.000086,0,314.02000000,258.91000000,   1
 115,1977,0.000049,0,395.86000000,309.70000000, -99
 130,1977,0.001002,0,1188.51000000,1439.91000000,  -5
 135,1977,0.003198,0,1758.13000000,1732.28000000,  -7
 140,1977,0.022032,0,14579.40000000,12149.30000000,  -4
 145,1977,0.000705,0,591.18000000,715.41000000,  -7
 150,1977,0.000331,0,280.91000000,278.91000000,  -8
 155,1977,0.002725,0,2259.50000000,2189.20000000,  -7
 160,1977,0.006122,0,4162.61000000,5651.51000000,  -9
 165,1977,0.000617,0,729.80000000,607.53000000,  -8
 200,1977,0.025877,1,63196.50000000,55864.60000000,  10
 205,1977,0.000520,0,5383.11000000,4398.13000000,  10
 210,1977,0.006795,0,46574.00000000,43741.10000000,  10
 211,1977,0.006333,0,38731.04800000,35961.86000000,  10
 212,1977,0.001131,0,38731.04800000,35961.86000000, -99
 220,1977,0.023071,1,70493.80000000,64989.10000000,   8
 225,1977,0.001464,0,17929.20000000,17603.10000000,  10
 230,1977,0.011715,0,17834.00000000,10221.00000000, -88
 235,1977,0.001591,0,4981.28000000,2029.44000000,   9
 260,1977,0.031731,0,101419.00000000,118009.00000000,  10
 265,1977,0.009307,0,14251.71000000,11955.71000000,  -9
 290,1977,0.015942,0,16471.60000000,12265.10000000,  -7
 305,1977,0.002684,0,14206.00000000,9802.30000000,  10
 310,1977,0.004113,0,6526.12000000,5825.00000000,  -7
 315,1977,0.009377,0,11186.61000000,10302.38000000,  -7
 325,1977,0.019521,0,48106.60000000,45312.70000000,  10
 338,1977,0.000059,0,511.42000000,288.68000000, -99
 339,1977,0.000559,0,170.58000000,143.00000000,  -9
 345,1977,0.005318,0,9634.22000000,5253.85000000,  -7
 350,1977,0.003281,0,6852.86000000,2753.22000000,   8
 352,1977,0.000146,0,622.78000000,330.17000000,  10
 355,1977,0.004061,0,3673.75000000,3649.68990000,  -7
 360,1977,0.008966,0,7719.54000000,7020.84000000,  -8
 365,1977,0.175140,1,40817.55100000,45160.55100000,  -7
 375,1977,0.001812,0,7605.51000000,7667.71000000,  10
 380,1977,0.003913,0,20114.30000000,19043.10000000,  10
 385,1977,0.001655,0,12873.30000000,8865.98000000,  10
 390,1977,0.001518,0,13236.80000000,10064.20000000,  10
 395,1977,0.000019,0,605.42000000,512.03000000, -99
 402,1977,0.000024,0,37.10000000,1.80000000, -99
 403,1977,0.000004,0,12.30000000,22.80000000, -99
 404,1977,0.000090,0,34.84000000,12.05000000,  -7
 411,1977,0.000056,0,8.56000000,30.70000100,  -7
 420,1977,0.000023,0,77.57000000,47.50000000,   8
 432,1977,0.000411,0,158.75000000,124.59000000,  -7
 433,1977,0.000544,0,763.41000000,622.46000000,  -6
 434,1977,0.000236,0,267.90000000,41.18000000,  -7
 435,1977,0.000215,0,205.38000000,155.39000000,  -7
 436,1977,0.000279,0,196.53000000,160.66000000,  -7
 437,1977,0.000667,0,1748.60000000,2154.16000000,  -9
 438,1977,0.000336,0,280.00000000,330.00000000,  -9
 439,1977,0.000360,0,205.26000000,54.71000000, -88
 450,1977,0.000159,0,461.28000000,446.94000000,  -6
 451,1977,0.000215,0,203.14000000,124.27000000,  -6
 452,1977,0.000945,0,1205.11000000,1010.48000000,  -7
 461,1977,0.000184,0,283.80000000,159.22000000,  -7
 471,1977,0.000588,0,785.63000000,701.60000000,  -8
 475,1977,0.007082,0,11020.80000000,11822.50000000,  -7
 481,1977,0.000166,0,717.86000000,1342.61000000,  -9
 482,1977,0.000196,0,63.07000000,81.32000000,  -7
