ccode,year,cap,majpow,imports,exports,polity
 225,1894,0.002218,0,158.80000000,119.39000000,  10
 230,1894,0.018441,0,145.00000000,120.76000000,   5
 235,1894,0.004534,0,29.37000100,19.58000000,  -4
 255,1894,0.132109,1,928.03003000,697.08002000,   1
 300,1894,0.047441,1,146.52000000,150.42999000,  -4
 325,1894,0.031884,1,183.99001000,172.56000000,  -4
 345,1894,0.001330,0,6.71999980,8.84000020,  -5
 350,1894,0.002165,0,21.13999900,14.22000000,  10
 360,1894,0.004442,0,81.12999700,56.52000000,  -7
 365,1894,0.104338,1,280.56000000,338.79999000, -10
 380,1894,0.009975,0,94.11000100,81.29000100,  -4
 390,1894,0.002962,0,80.98000300,58.54999900,  -3
 600,1894,0.001524,0,-9.00000000,-9.00000000,  -6
 630,1894,0.004179,0,17.20000100,10.82000000, -10
 640,1894,0.019619,0,104.75000000,61.09999800, -10
 710,1894,0.154088,0,164.09000000,98.62999700,  -6
 730,1894,0.003019,0,3.00000000,1.00000000,   1
 740,1894,0.028258,0,112.59000000,108.53000000,   1
 800,1894,0.002452,0,6.00000000,11.71000000, -10
   2,1895,0.168099,0,779.71997000,863.20001000,  10
  41,1895,0.000494,0,6.03000020,13.61000000,  -3
  42,1895,0.000141,0,3.00000000,5.00000000,  -3
  70,1895,0.005941,0,21.90000000,20.82000000,  -9
  90,1895,0.000550,0,8.94999980,11.51000000,   2
  92,1895,0.000305,0,2.06999990,9.97000030,  -1
 100,1895,0.001308,0,17.36000100,10.24000000,  -3
 101,1895,0.000724,0,11.79000000,21.45999900,  -3
 130,1895,0.000368,0,6.92000010,9.39999960,  -1
 135,1895,0.001209,0,5.92000010,8.06999970,   2
 140,1895,0.009019,0,175.83000000,183.95000000,  -3
 145,1895,0.000404,0,5.92999980,8.92000010,   2
 150,1895,0.000157,0,2.31999990,2.73000000,  -4
 155,1895,0.002674,0,53.41000000,56.34000000,   3
 160,1895,0.004300,0,63.75000000,80.52999900,   1
 165,1895,0.001137,0,26.45999900,31.51000000,  -3
 200,1895,0.171924,1,1566.63000000,760.42999000,   7
 210,1895,0.007963,0,582.71997000,475.38000000,  -2
 211,1895,0.015961,0,323.98001000,267.10999000,   6
 220,1895,0.088578,1,658.65997000,653.42999000,   7
 225,1895,0.002188,0,177.10001000,128.27000000,  10
 230,1895,0.018095,0,135.34000000,133.19000000,   4
 235,1895,0.004491,0,43.23000000,29.18000000,  -4
 255,1895,0.125571,1,1008.88000000,813.57001000,   1
 300,1895,0.046997,1,143.13000000,156.96001000,  -4
 325,1895,0.034491,1,213.50999000,189.20000000,  -4
 345,1895,0.001379,0,5.40999980,8.31000040,  -5
 350,1895,0.002195,0,20.87999900,14.11000000,  10
 360,1895,0.004459,0,58.98000000,51.24000200,  -7
 365,1895,0.107218,1,276.37000000,353.64001000, -10
 380,1895,0.009494,0,94.45999900,85.44999700,  -4
 390,1895,0.002955,0,97.13999900,71.75000000,  -3
 600,1895,0.001509,0,8.43999960,7.84999990,  -6
 630,1895,0.004146,0,17.96999900,11.35000000, -10
 640,1895,0.019359,0,92.19000200,70.23999800, -10
 710,1895,0.152200,0,137.35001000,114.63000000,  -6
 730,1895,0.002588,0,8.07999990,2.48000000,   1
 740,1895,0.031203,1,112.46000000,110.45000000,   1
 800,1895,0.002456,0,6.57000020,11.14000000, -10
   2,1896,0.160011,0,809.00000000,944.00000000,  10
  41,1896,0.000623,0,5.92999980,9.14999960,  -3
  42,1896,0.000144,0,3.40000010,4.40000010,  -3
  70,1896,0.005074,0,21.71999900,57.41999800,  -9
  90,1896,0.000619,0,11.15000000,9.72000030,  -3
  92,1896,0.000462,0,2.41000010,5.38000010,  -1
 100,1896,0.001303,0,22.34000000,12.68000000,  -3
 101,1896,0.000677,0,13.34000000,17.98000000,  -3
 130,1896,0.000368,0,14.63000000,17.87999900,  -1
 135,1896,0.001104,0,8.31999970,11.56000000,   2
 140,1896,0.009932,0,158.03999000,158.03999000,  -3
 145,1896,0.000450,0,5.52000000,9.39999960,   2
 150,1896,0.000120,0,2.71000000,1.99000000,  -4
 155,1896,0.002844,0,57.07000000,57.07000000,   3
 160,1896,0.005753,0,75.16000400,78.51000200,   1
 165,1896,0.001136,0,26.43000000,31.51000000,  -3
 200,1896,0.173657,1,2156.09010000,1170.73000000,   7
 210,1896,0.008236,0,655.75000000,536.63000000,  -2
 211,1896,0.016507,0,341.26001000,281.92001000,   6
 220,1896,0.090413,1,733.91998000,657.03003000,   7
 225,1896,0.002237,0,192.21001000,133.03999000,  10
 230,1896,0.018368,0,161.92000000,186.14999000,   4
 235,1896,0.004432,0,43.23000000,28.10000000,  -4
 255,1896,0.129733,1,1017.91000000,833.09003000,   1
 300,1896,0.047200,1,279.70001000,306.64001000,  -4
 325,1896,0.031737,1,206.67999000,184.25999000,  -4
 345,1896,0.001531,0,6.38000010,10.24000000,  -5
 350,1896,0.002186,0,22.43000000,13.92000000,  10
 360,1896,0.004923,0,65.36000100,62.65000200,  -7
 365,1896,0.108783,1,296.26999000,348.34000000, -10
 380,1896,0.009545,0,97.94999700,93.29000100,  -4
 390,1896,0.002895,0,84.93000000,58.31000100,  -3
 600,1896,0.001507,0,-9.00000000,-9.00000000,  -6
 630,1896,0.004142,0,18.75000000,11.88000000, -10
 640,1896,0.019813,0,92.19000200,65.84999800, -10
 710,1896,0.124290,0,164.09000000,106.17000000,  -6
 730,1896,0.002569,0,3.50000000,2.50000000,   1
 740,1896,0.024673,1,139.49001000,95.69999700,   1
 800,1896,0.002466,0,6.84999990,13.14000000, -10
   2,1897,0.169110,0,796.00000000,1113.00000000,  10
  41,1897,0.000578,0,6.11000010,12.42000000,  -3
  42,1897,0.000144,0,3.40000010,9.30000020,  -3
  70,1897,0.004948,0,22.60000000,66.26999700,  -9
  90,1897,0.000528,0,8.30000020,7.63999990,  -3
  92,1897,0.000263,0,2.44000010,5.17000010,  -1
 100,1897,0.001026,0,21.55999900,11.60000000,  -3
 101,1897,0.000668,0,8.43000030,14.18000000,  -3
 130,1897,0.000420,0,8.69999980,14.99000000,  -1
 135,1897,0.001084,0,7.73000000,13.53000000,   2
 140,1897,0.009862,0,136.36000000,162.95000000,  -3
 145,1897,0.000436,0,5.27000000,9.30000020,   2
 150,1897,0.000260,0,2.13000010,2.47000000,  -4
 155,1897,0.002876,0,50.41000000,49.68000000,   3
 160,1897,0.005530,0,71.68000000,73.87000300,   1
 165,1897,0.001117,0,20.03000100,30.10000000,  -3
 200,1897,0.165821,1,2180.85010000,1131.52000000,   7
 210,1897,0.007858,0,683.90002000,592.90002000,  -2
 211,1897,0.016193,0,356.39999000,309.39999000,   6
 220,1897,0.086936,1,757.97998000,689.39001000,   7
 225,1897,0.002182,0,196.87000000,132.84000000,  10
 230,1897,0.018031,0,163.64999000,197.69000000,   4
 235,1897,0.004246,0,43.23000000,29.18000000,  -4
 255,1897,0.132230,1,1098.28000000,852.85999000,   1
 300,1897,0.046542,1,300.37000000,304.54001000,  -4
 325,1897,0.030870,1,215.47000000,197.39999000,  -4
 345,1897,0.001448,0,8.61999990,10.73000000,  -5
 350,1897,0.002106,0,22.23000000,15.71000000,  10
 360,1897,0.004688,0,68.23999800,42.93999900,  -7
 365,1897,0.107471,1,282.07001000,367.70001000, -10
 380,1897,0.009450,0,108.53000000,97.37000300,  -4
 390,1897,0.002881,0,85.80999800,63.95999900,  -3
 600,1897,0.001482,0,-9.00000000,-9.00000000,  -6
 630,1897,0.004076,0,19.52000000,12.39000000, -10
 640,1897,0.024258,0,100.09000000,65.26999700, -10
 710,1897,0.121351,0,146.03000000,117.72000000,  -6
 730,1897,0.002478,0,4.86999990,4.38000010,   1
 740,1897,0.027723,1,179.52000000,135.66000000,   1
 800,1897,0.002457,0,7.13999990,14.28000000, -10
   2,1898,0.197062,1,647.00000000,1286.00000000,  10
  41,1898,0.000588,0,5.23000000,12.36000000,  -3
  42,1898,0.000143,0,3.40000010,11.60000000,  -3
  70,1898,0.004783,0,24.29000100,65.73999800,  -9
  90,1898,0.000514,0,4.67000010,4.69999980,   2
  92,1898,0.000254,0,2.46000000,4.94000010,  -1
 100,1898,0.001001,0,15.59000000,12.61000000,  -3
 101,1898,0.000606,0,13.74000000,17.75000000,  -3
 130,1898,0.000349,0,4.76000020,6.73999980,  -1
 135,1898,0.001051,0,9.14000030,14.44000000,   2
 140,1898,0.009207,0,121.65000000,131.82001000,  -3
 145,1898,0.000406,0,5.01000020,11.56000000,   2
 150,1898,0.000120,0,2.51000000,2.36999990,  -4
 155,1898,0.003065,0,36.83000200,60.66000000,   3
 160,1898,0.005225,0,79.43000000,99.48000300,   1
 165,1898,0.001093,0,25.37000100,30.99000000,  -3
 200,1898,0.157431,1,2267.68990000,1121.81010000,   7
 210,1898,0.007392,0,716.09998000,604.46002000,  -2
 211,1898,0.015126,0,387.63000000,338.72000000,   6
 220,1898,0.082132,1,853.09003000,669.76001000,   8
 225,1898,0.002212,0,203.27000000,138.17999000,  10
 230,1898,0.017012,0,127.30000000,166.34000000,   4
 235,1898,0.004095,0,52.95999900,33.50000000,  -4
 255,1898,0.124934,1,1185.78000000,877.65997000,   1
 300,1898,0.045002,1,324.92999000,319.98001000,  -4
 325,1898,0.030992,1,264.19000000,225.11000000,  -4
 345,1898,0.001417,0,7.82000020,10.87000000,  -5
 350,1898,0.001963,0,26.33000000,16.79000100,  10
 360,1898,0.004641,0,74.43000000,54.00999800,  -7
 365,1898,0.102787,1,310.70001000,368.51999000, -10
 380,1898,0.008880,0,120.78000000,93.43000000,  -4
 390,1898,0.002641,0,96.12999700,62.59999800,  -3
 530,1898,0.006724,0,-9.00000000,-9.00000000,   4
 600,1898,0.001442,0,-9.00000000,-9.00000000,  -6
 630,1898,0.003978,0,20.29000100,12.93000000, -10
 640,1898,0.020247,0,116.99000000,56.33000200, -10
 710,1898,0.123467,0,146.70000000,111.32000000,  -6
 730,1898,0.002852,0,5.84000020,2.92000010,   1
 740,1898,0.028358,1,226.05000000,136.27000000,   1
 800,1898,0.002436,0,8.27999970,15.71000000, -10
   2,1899,0.185476,1,728.00000000,1283.00000000,  10
  41,1899,0.000559,0,3.71000000,12.38000000,  -3
  42,1899,0.000147,0,3.50000000,11.00000000,  -3
  70,1899,0.004744,0,27.54999900,67.76000200,  -9
  90,1899,0.000563,0,3.96000000,8.06000040,   2
  91,1899,0.000114,0,1.40000000,2.65000010,   5
  92,1899,0.000260,0,2.49000000,4.73000000,  -1
 100,1899,0.001168,0,13.20000000,12.33000000,  -3
 101,1899,0.000610,0,10.31000000,14.90000000,  -3
 130,1899,0.000354,0,4.80999990,8.18999960,  -1
 135,1899,0.001055,0,10.12000000,15.90000000,   2
 140,1899,0.009110,0,117.24000000,129.44000000,  -3
 145,1899,0.000403,0,5.48000000,11.38000000,   2
 150,1899,0.000181,0,2.42000010,2.20000000,  -4
 155,1899,0.003141,0,38.31000100,58.91000000,   3
 160,1899,0.004336,0,84.15000200,133.07001000,   1
 165,1899,0.001096,0,25.79000100,36.74000200,  -3
 200,1899,0.168645,1,2337.34010000,1228.91000000,   7
 210,1899,0.007341,0,761.95001000,629.19000000,  -2
 211,1899,0.014682,0,426.45001000,367.76999000,   6
 220,1899,0.081703,1,862.65002000,792.96002000,   8
 225,1899,0.002235,0,221.61000000,152.07001000,  10
 230,1899,0.016422,0,190.38000000,156.73000000,   4
 235,1899,0.004110,0,38.27000000,21.76000000,  -4
 255,1899,0.126722,1,1273.10000000,982.72998000,   1
 300,1899,0.044061,1,326.03000000,377.29999000,  -4
 325,1899,0.028868,1,264.81000000,251.46001000,  -4
 345,1899,0.001497,0,8.77999970,12.60000000,  -5
 350,1899,0.002033,0,25.02000000,17.95000100,  10
 360,1899,0.004799,0,63.61999900,28.45999900,  -7
 365,1899,0.107504,1,330.16000000,313.17999000, -10
 380,1899,0.008518,0,136.35001000,97.04000100,  -4
 390,1899,0.002641,0,104.31000000,70.41000400,  -3
 530,1899,0.007046,0,-9.00000000,-9.00000000,   4
 600,1899,0.001460,0,-9.00000000,-9.00000000,  -6
 630,1899,0.004016,0,21.04999900,13.44000000, -10
 640,1899,0.017831,0,104.09000000,69.38999900, -10
 710,1899,0.124764,0,193.25999000,142.92000000,  -6
 730,1899,0.002446,0,4.84999990,2.42000010,   1
 740,1899,0.028255,1,182.17000000,181.35001000,   1
 800,1899,0.002177,0,10.00000000,15.14000000, -10
   2,1900,0.187999,1,823.16998000,1460.46000000,  10
  41,1900,0.000516,0,6.84000020,13.33000000,  -3
  42,1900,0.000146,0,3.40000010,11.60000000,  -3
  70,1900,0.004795,0,30.95999900,70.50000000,  -9
  90,1900,0.000515,0,3.01000000,7.11999990,  -9
  91,1900,0.000124,0,1.97000000,1.67000000,   5
  92,1900,0.000306,0,4.65999980,7.82000020,  -1
  93,1900,0.000173,0,3.38000010,3.80999990,  -5
 100,1900,0.001112,0,95.41999800,8.77000050,   0
 101,1900,0.000607,0,10.50000000,15.09000000,  -3
 130,1900,0.000364,0,6.48000000,7.55000020,  -1
 135,1900,0.001008,0,11.16000000,21.67000000,   2
 140,1900,0.009204,0,139.97000000,184.46001000,  -3
 145,1900,0.000432,0,5.61999990,15.03000000,   2
 150,1900,0.000190,0,2.46000000,2.55000000,  -4
 155,1900,0.002705,0,46.45999900,60.59999800,   3
 160,1900,0.004547,0,106.23000000,145.72000000,   1
 165,1900,0.001022,0,23.96999900,29.41000000,  -3
 200,1900,0.177528,1,1992.98000000,948.48999000,   7
 210,1900,0.007061,0,1030.83000000,702.64001000,  -2
 211,1900,0.013917,0,415.48999000,360.57999000,   6
 220,1900,0.074714,1,884.37000000,773.46997000,   8
 225,1900,0.002161,0,212.27000000,159.73000000,  10
 230,1900,0.014751,0,165.84000000,139.20000000,   6
 235,1900,0.003840,0,45.72000100,24.71999900,  -3
 255,1900,0.131525,1,1398.12000000,1099.56990000,   1
 300,1900,0.042399,1,171.87000000,196.75000000,  -4
 325,1900,0.028165,1,320.38000000,252.17000000,  -1
 345,1900,0.001382,0,10.31000000,12.60000000,  -5
 350,1900,0.001899,0,25.10000000,19.62000100,  10
 360,1900,0.004308,0,41.45000100,53.49000200,  -6
 365,1900,0.109239,1,340.47000000,431.42999000, -10
 380,1900,0.008387,0,145.00999000,106.08000000,  -4
 390,1900,0.002475,0,136.35001000,101.86000000,  -3
 530,1900,0.006639,0,-9.00000000,-9.00000000,   4
 600,1900,0.001429,0,3.05000000,8.51000020,  -6
 630,1900,0.003933,0,24.61000100,13.94000000, -10
 640,1900,0.017214,0,104.09000000,65.05999800, -10
 710,1900,0.119977,0,156.81000000,118.12000000,  -6
 730,1900,0.002442,0,5.44999980,4.67000010,   1
 740,1900,0.028886,1,151.32001000,101.19000000,   1
 800,1900,0.002589,0,12.41000000,14.88000000, -10
   2,1901,0.202619,1,859.00000000,1552.00000000,  10
  41,1901,0.000526,0,5.23000000,12.38000000,  -3
  42,1901,0.000146,0,2.31999990,5.05000020,  -3
  70,1901,0.004892,0,72.01000200,82.01999700,  -9
  90,1901,0.000567,0,4.09999990,7.23999980,  -9
  91,1901,0.000132,0,0.69000000,1.03000000,   5
  92,1901,0.000286,0,4.63999990,7.84999990,  -1
  93,1901,0.000168,0,2.21000000,3.34999990,  -5
 100,1901,0.001011,0,15.13000000,8.96000000,   0
 101,1901,0.000831,0,10.69000000,15.28000000,  -3
 130,1901,0.000345,0,7.21999980,7.71000000,  -3
 135,1901,0.001055,0,13.01000000,20.71999900,   2
 140,1901,0.009147,0,108.73000000,208.98000000,  -3
 145,1901,0.000473,0,6.19999980,13.50000000,   2
 150,1901,0.000194,0,2.91000010,2.47000000,  -4
 155,1901,0.002701,0,50.24000200,62.88999900,   3
 160,1901,0.004470,0,109.75000000,161.73000000,   1
 165,1901,0.001050,0,23.79000100,27.79999900,  -3
 200,1901,0.174211,1,2515.65990000,1349.39000000,   8
 210,1901,0.007071,0,815.31000000,690.64001000,  -2
 211,1901,0.012372,0,421.81000000,347.17001000,   6
 220,1901,0.073028,1,831.40997000,763.65997000,   8
 225,1901,0.002138,0,200.60001000,159.89999000,  10
 230,1901,0.014291,0,174.80000000,145.57001000,   6
 235,1901,0.003989,0,44.13999900,21.29999900,  -3
 255,1901,0.127840,1,1263.31010000,1032.60000000,   1
 300,1901,0.041983,1,335.22000000,382.26999000,  -4
 325,1901,0.027915,1,308.50000000,246.73000000,  -1
 345,1901,0.001356,0,8.39999960,12.60000000,  -5
 350,1901,0.001814,0,26.93000000,17.95000100,  10
 360,1901,0.004067,0,55.77999900,67.62999700,  -6
 365,1901,0.109645,1,295.84000000,380.16000000, -10
 380,1901,0.008141,0,124.69000000,95.69000200,  -4
 390,1901,0.002532,0,103.58000000,75.91999800, -88
 530,1901,0.006609,0,-9.00000000,-9.00000000,   4
 600,1901,0.001422,0,6.67999980,8.01000020,  -6
 630,1901,0.003903,0,28.80999900,14.55000000, -10
 640,1901,0.017325,0,102.24000000,63.91000000, -10
 710,1901,0.115693,0,197.17000000,122.15000000,  -6
 730,1901,0.002854,0,7.13999990,4.28000020,   1
 740,1901,0.028882,1,127.00000000,126.03000000,   1
 800,1901,0.002108,0,12.28000000,21.42000000, -10
   2,1902,0.207668,1,931.00000000,1432.00000000,  10
  40,1902,0.001121,0,65.00000000,51.00000000,   3
  41,1902,0.000534,0,6.88000010,10.82000000,  -3
  42,1902,0.000148,0,2.43000010,5.51000020,  -3
  70,1902,0.004820,0,91.44000200,99.09999800,  -9
  90,1902,0.000759,0,3.88000010,8.72999950,  -9
  91,1902,0.000191,0,0.51999998,0.70999998,   5
  92,1902,0.000297,0,4.94000010,7.15999980,  -1
  93,1902,0.000149,0,1.23000000,2.94000010,  -5
 100,1902,0.001052,0,12.09000000,7.82999990,   0
 101,1902,0.000879,0,5.38999990,7.59999990,  -3
 130,1902,0.000461,0,6.77000000,8.69999980,  -3
 135,1902,0.001077,0,16.44000100,17.90000000,   2
 140,1902,0.009297,0,112.33000000,175.53000000,  -3
 145,1902,0.000458,0,5.09999990,10.21000000,   2
 150,1902,0.000162,0,2.33999990,2.97000000,  -4
 155,1902,0.003012,0,48.25999800,67.84999800,   3
 160,1902,0.004841,0,99.54000100,172.98000000,   1
 165,1902,0.001034,0,23.68000000,33.84999800,  -3
 200,1902,0.161254,1,2554.41990000,1369.13000000,   8
 210,1902,0.007203,0,860.42999000,724.15997000,  -2
 211,1902,0.013456,0,454.62000000,367.73999000,   6
 220,1902,0.071742,1,838.56000000,811.46002000,   8
 225,1902,0.002161,0,216.53000000,167.62000000,  10
 230,1902,0.014104,0,170.57001000,156.53000000,   6
 235,1902,0.004131,0,47.61000100,23.79999900,  -3
 255,1902,0.131132,1,1323.06990000,1099.15000000,   1
 300,1902,0.041756,1,342.98999000,381.67999000,  -4
 325,1902,0.028455,1,321.82999000,273.45999000,  -1
 345,1902,0.001403,0,8.63000010,13.80000000,  -5
 350,1902,0.001818,0,26.27000000,15.34000000,  10
 360,1902,0.004278,0,54.27000000,71.91999800,  -6
 365,1902,0.109967,1,301.10999000,432.31000000, -10
 380,1902,0.008217,0,136.60001000,106.67000000,  -4
 390,1902,0.002448,0,113.98000000,83.51999700, -88
 530,1902,0.006563,0,10.14000000,12.47000000,   4
 600,1902,0.001405,0,10.35000000,7.54000000,  -6
 630,1902,0.003846,0,24.01000000,16.62000100, -10
 640,1902,0.016583,0,102.24000000,63.91000000, -10
 710,1902,0.118568,0,198.67000000,134.92999000,  -6
 730,1902,0.002777,0,6.69000010,3.81999990,   1
 740,1902,0.028665,1,137.78999000,132.35001000,   1
 800,1902,0.002277,0,13.76000000,24.66000000, -10
   2,1903,0.210500,1,1050.00000000,1464.00000000,  10
  40,1903,0.001120,0,59.00000000,78.00000000,   3
  41,1903,0.000543,0,6.98000000,10.47000000,  -3
  42,1903,0.000167,0,2.53000000,5.98000000,  -3
  70,1903,0.004830,0,85.08999600,100.39000000,  -9
  90,1903,0.000411,0,2.86999990,6.48999980,  -9
  91,1903,0.000129,0,0.56999999,0.69000000,   5
  92,1903,0.000312,0,5.51000020,10.01000000,  -6
  93,1903,0.000196,0,2.36999990,3.52000000,  -5
  95,1903,0.000052,0,        -9,        -9,  -3
 100,1903,0.001528,0,17.68000000,10.14000000,   0
 101,1903,0.000908,0,5.36000010,7.65999980,  -3
 130,1903,0.000450,0,5.30999990,9.17000010,  -3
 135,1903,0.001081,0,18.35000000,18.84000000,   2
 140,1903,0.009940,0,117.81000000,180.12000000,  -3
 145,1903,0.000455,0,6.71999980,10.50000000,   2
 150,1903,0.000218,0,3.38000010,3.91000010,  -4
 155,1903,0.003013,0,51.45000100,71.01000200,   3
 160,1903,0.004895,0,126.41000000,213.25999000,   1
 165,1903,0.001050,0,25.25000000,37.52999900,  -3
 200,1903,0.142978,1,2623.17990000,1405.79000000,   8
 210,1903,0.007130,0,899.25000000,770.16998000,  -2
 211,1903,0.014956,0,506.14001000,402.09000000,   6
 220,1903,0.072876,1,914.64001000,809.88000000,   8
 225,1903,0.002191,0,229.03999000,170.25000000,  10
 230,1903,0.014085,0,179.61000000,173.25999000,   6
 235,1903,0.004111,0,51.25000000,26.93000000,  -3
 255,1903,0.134649,1,1406.38000000,1174.91000000,   1
 300,1903,0.041866,1,373.91000000,424.31000000,  -4
 325,1903,0.028960,1,343.63000000,281.07999000,  -1
 345,1903,0.001506,0,11.10000000,11.49000000,   4
 350,1903,0.001880,0,26.23000000,16.46999900,  10
 360,1903,0.004331,0,51.70000100,68.16999800,  -6
 365,1903,0.112641,1,342.32999000,502.45001000, -10
 380,1903,0.009268,0,144.02000000,119.83000000,  -4
 390,1903,0.002530,0,116.50000000,92.36000100, -88
 530,1903,0.006412,0,-9.00000000,-9.00000000,   4
 600,1903,0.001400,0,13.32000000,7.71999980,  -6
 630,1903,0.003825,0,18.60000000,12.30000000, -10
 640,1903,0.016636,0,102.24000000,63.91000000, -10
 710,1903,0.118514,0,209.11000000,137.17999000,  -6
 730,1903,0.002834,0,8.59000020,4.77000000,   1
 740,1903,0.032303,1,163.50000000,150.50000000,   1
 800,1903,0.002566,0,13.34000000,19.09000000, -10
   2,1904,0.204945,1,1019.00000000,1510.00000000,  10
  40,1904,0.001153,0,70.00000000,93.00000000,   3
  41,1904,0.000535,0,7.07000020,10.13000000,  -3
  42,1904,0.000147,0,2.73000000,6.88000010,  -3
  70,1904,0.004843,0,81.23999800,52.02999900,  -9
  90,1904,0.000525,0,4.90000010,7.34999990,  -9
  91,1904,0.000142,0,0.89999998,0.88000000,   0
  92,1904,0.000281,0,3.46000000,6.55000020,  -6
  93,1904,0.000154,0,3.10999990,3.81999990,  -5
  95,1904,0.000050,0,        -9,        -9,  -3
 100,1904,0.001357,0,21.80999900,16.16000000,  -5
 101,1904,0.000727,0,11.39000000,15.63000000,  -3
 130,1904,0.000379,0,7.30000020,11.20000000,  -3
 135,1904,0.001095,0,21.42000000,19.95999900,   2
 140,1904,0.010137,0,124.91000000,187.49001000,  -3
 145,1904,0.000445,0,8.17000010,12.06000000,   2
 150,1904,0.000211,0,3.47000000,3.10999990,  -3
 155,1904,0.002343,0,60.22000100,79.45999900,   3
 160,1904,0.004842,0,181.91000000,256.82001000,   1
 165,1904,0.001054,0,21.50000000,39.04999900,   0
 200,1904,0.134842,1,2683.35010000,1465.86000000,   8
 210,1904,0.007046,0,967.48999000,793.97998000,  -2
 211,1904,0.015297,0,533.39001000,418.54999000,   6
 220,1904,0.070254,1,864.02002000,854.22998000,   8
 225,1904,0.002168,0,239.39000000,172.00999000,  10
 230,1904,0.014066,0,177.11000000,176.53000000,   6
 235,1904,0.004066,0,55.75000000,27.87000100,  -3
 255,1904,0.133756,1,1500.67000000,1233.55000000,   1
 300,1904,0.042103,1,412.04999000,420.29999000,  -4
 325,1904,0.028062,1,359.19000000,299.13000000,  -1
 345,1904,0.001573,0,11.77000000,11.96000000,   4
 350,1904,0.002029,0,26.44000100,17.55999900,  10
 360,1904,0.004247,0,60.04000100,50.58000200,  -6
 365,1904,0.113233,1,328.60001000,507.79001000, -10
 380,1904,0.009037,0,156.69000000,113.68000000,  -4
 390,1904,0.002424,0,123.13000000,94.86000100, -88
 530,1904,0.006646,0,-9.00000000,-9.00000000,   4
 600,1904,0.001398,0,6.84999990,6.07999990,  -6
 630,1904,0.003811,0,28.40000000,20.12000100, -10
 640,1904,0.015503,0,102.24000000,63.91000000, -10
 710,1904,0.117687,0,227.08000000,158.06000000,  -6
 730,1904,0.002533,0,6.48999980,1.92000000,   1
 740,1904,0.054543,1,191.19000000,164.66000000,   1
 800,1904,0.002652,0,18.04999900,26.94000100, -10
   2,1905,0.213786,1,1226.56010000,1743.86000000,  10
  40,1905,0.001122,0,112.27000000,103.22000000,   3
  41,1905,0.000477,0,7.17000010,9.77000050,  -3
  42,1905,0.000145,0,3.08999990,6.88999990,  -3
  70,1905,0.004525,0,109.01000000,56.49000200,  -9
  90,1905,0.000446,0,6.71000000,8.07999990,  -9
  91,1905,0.000128,0,2.46000000,4.79000000,   0
  92,1905,0.000257,0,4.34000020,5.63000010,  -6
  93,1905,0.000143,0,3.33999990,3.47000000,  -5
  95,1905,0.000049,0,        -9,        -9,  -3
 100,1905,0.001058,0,14.72000000,12.66000000,  -5
 101,1905,0.000706,0,8.73999980,15.76000000,  -3
 130,1905,0.000377,0,7.71999980,9.10999970,  -3
 135,1905,0.001062,0,21.25000000,28.23000000,   2
 140,1905,0.009246,0,146.44000000,219.20000000,  -3
 145,1905,0.000400,0,8.18000030,11.90000000,   2
 150,1905,0.000156,0,4.59000020,2.78000000,  -3
 155,1905,0.002491,0,72.48999800,97.63999900,   3
 160,1905,0.004688,0,201.03000000,316.73999000,   1
 165,1905,0.001014,0,32.50000000,32.49000200,   0
 200,1905,0.120668,1,2146.05000000,1062.24000000,   8
 210,1905,0.006477,0,1041.38000000,803.60999000,  -2
 211,1905,0.014030,0,593.59998000,451.45999000,   6
 220,1905,0.062365,1,1173.84000000,1220.47000000,   8
 225,1905,0.002072,0,268.54001000,188.64000000,  10
 230,1905,0.012590,0,155.38000000,240.44000000,   6
 235,1905,0.003682,0,61.61000100,29.41000000,  -3
 255,1905,0.123072,1,1699.68010000,1366.56010000,   1
 300,1905,0.038264,1,434.89001000,454.67001000,  -4
 325,1905,0.025224,1,398.63000000,334.20999000,  -1
 345,1905,0.001298,0,10.89000000,14.01000000,   4
 350,1905,0.001737,0,27.58000000,16.28000100,  10
 360,1905,0.003800,0,65.69000200,88.94999700,  -6
 365,1905,0.163142,1,286.01999000,520.51001000, -88
 380,1905,0.006663,0,160.73000000,124.32000000,  -4
 385,1905,0.003107,0,84.36000100,58.95000100,  10
 390,1905,0.002199,0,166.09000000,142.35001000, -88
 530,1905,0.005682,0,-9.00000000,-9.00000000,   4
 600,1905,0.001329,0,13.46000000,8.29000000,  -6
 630,1905,0.003767,0,31.46999900,23.98000000, -10
 640,1905,0.015776,0,134.50999000,84.36000100, -10
 710,1905,0.110161,0,327.88000000,167.12000000,  -6
 730,1905,0.002600,0,8.00000000,1.94000010,   1
 740,1905,0.048524,1,248.35001000,163.45000000,   1
 800,1905,0.002559,0,19.60000000,29.40000000, -10
   2,1906,0.218282,1,1271.00000000,1810.00000000,  10
  40,1906,0.003408,0,104.00000000,105.00000000,   3
  41,1906,0.000569,0,7.28000020,9.43000030,  -3
  42,1906,0.000153,0,4.28000020,6.54000000,  -3
  70,1906,0.004763,0,116.52000000,124.56000000,  -9
  90,1906,0.000518,0,7.11000010,7.02000000,  -9
  91,1906,0.000144,0,2.29000000,2.08999990,   0
  92,1906,0.000293,0,3.89000010,6.23000000,  -6
  93,1906,0.000223,0,3.34999990,4.15999980,  -5
  95,1906,0.000047,0,        -9,        -9,  -3
 100,1906,0.001162,0,16.44000100,13.49000000,  -5
